"label","latency","processing.time","test","trace.time","ext1.listener","ext1.sender","gatea.hop.rate","gateb.hop.rate","gatec.hop.rate","gatea.kbps","gatea.pps","gateb.kbps","gateb.pps","gatec.kbps","gatec.pps","invalid.loss.rate","invalid.recv","invalid.sent","prota1.listener","prota1.sender","protb1.listener","protb1.sender","protc1.listener","protc1.sender","results.database","time.begin","time.end","time.total","total.packets","valid.loss.rate","valid.loss.rate.arg","valid.loss.rate.extraarg","valid.loss.rate.interarg","valid.loss.rate.tcp","valid.loss.rate.tcp.interarg","valid.loss.rate.udp","valid.loss.rate.udp.interarg","valid.loss.rate.udptcp.interarg","valid.recv","valid.recv.arg","valid.recv.extraarg","valid.recv.interarg","valid.recv.tcp","valid.recv.tcp.interarg","valid.recv.udp","valid.recv.udp.interarg","valid.recv.udptcp.interarg","valid.sent","valid.sent.arg","valid.sent.extraarg","valid.sent.interarg","valid.sent.tcp","valid.sent.tcp.interarg","valid.sent.udp","valid.sent.udp.interarg","valid.sent.udptcp.interarg","inbound.bad.protocol","inbound.connection.data.received","inbound.dest.ip.incorrect","inbound.gateway.not.connected","inbound.nat.bucket.not.found","inbound.ping.accepted","inbound.rewrite","inbound.source.ip.incorrect","inbound.unwrapped","lost.on.wire","outbound.gateway.not.connected","outbound.message.too.long","outbound.rewrite","outbound.sequence.number.incorrect","outbound.wrapped","unknown",
"hoprate","100","211.723335981","4","2.22701597214","udp, port 2000",,"15ms","15ms","15ms","76.3661068128","16.5232197405","73.3582459414","16.2334111372","72.8426961711","16.0036337458","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr15ms-2012-12-19-22:18:49.db","1355893218.21","1355893539.78","321.563639164","54408","0.115516257844","0.0","8.65201591971e-05","0.656528791565","0.0254129606099","1.0","0.236297998031","1.0","1.0","12404","847","11557","847","6903","0","4654","0","0","14024","847","11558","2466","7083","179","6094","1440","1619",,,"1619",,,,,,,,"1",,,,,,
"fuzzer","20","52.4033579826","9","0.404320955276","tcp, port 4000","tcp, 172.3.0.11:4500, 5 second delay","50ms","50ms","50ms","13.9905862402","4.04552029045","12.6533259962","3.41677438868","13.0224787173","3.75672459297","1.0","0","163","tcp, port 5000","tcp, 172.2.0.11:5000, 5 second delay","tcp, port 5000","udp, 172.100.0.1:2000, 5 second delay","udp, port 2500","tcp, 172.1.0.11:5000, 5 second delay","./fuzzer-t9-l20-hr50ms-2012-12-21-08:43:38.db","1356066018.03","1356066352.85","334.818735123","9072","0.224719101124","0.0","0.00519210799585","0.381199111769","0.253450439147","0.943127962085","0.450424929178","0.960486322188","0.953703703704","1794","811","958","836","595","12","388","13","25","2314","811","963","1351","797","211","706","329","540",,,"4","28","148",,,,,"21","199",,,"282",,"1",
"hoprate","30","255.214654922","4","2.75415205956","udp, port 2000",,"30ms","30ms","30ms","91.2920249133","19.5366096023","88.1827620421","19.0887533825","89.0019448253","19.1007397069","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l30-hr30ms-2012-12-19-21:30:54.db","1356066018.06","1356066345.58","327.515990019","66163","0.0925517323633","0.00587544065805","0.000143133185429","0.554363376252","0.0138954309939","0.763157894737","0.192431995691","0.796988287786","0.794344473008","15217","846","13971","1246","8374","36","5997","364","400","16769","851","13973","2796","8492","152","7426","1793","1945",,,"1106",,,,,"424",,,,"19",,,"1","2",
"hoprate","100","212.366883039","4","2.23299002647","udp, port 2000",,"30ms","30ms","30ms","75.1564157769","16.5044874569","75.3525854675","16.290386308","73.1801475614","16.0806328192","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr30ms-2012-12-21-13:48:28.db","1356066018.15","1356066339.7","321.545021057","54600","0.115302642796","0.00116144018583","8.62738331464e-05","0.652716297787","0.0254356379989","1.0","0.236268240695","0.997922437673","0.99815270936","12453","860","11590","863","6935","0","4658","3","3","14076","861","11591","2485","7116","180","6099","1444","1624",,,"1614",,,,,"7",,,"1",,,,,"1",
"basic","20","857.895988226","8","10.7826051712","tcp, port 4000","tcp, 172.3.0.11:4500, .3 second delay","50ms","50ms","50ms","335.434829061","68.4841567349","335.065489828","68.2605961729","330.283048412","67.3141993441","1.0","0","756","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./basic-t8-l20-hr50ms-2012-12-20-13:37:37.db","1355979618.29","1355979951.91","333.620415211","216698","0.00210694565533","0.0267260579065","0.000686200507788","0.0028818443804","0.00211005378568","0.0026484077256","0.000739644970414","0.00116054158607","0.00205259285078","41205","874","14563","26642","24119","15440","16212","10328","25768","41292","898","14573","26719","24170","15481","16224","10340","25821",,,,,"760",,,,"24",,,"15",,"27",,"17",
"packetrate","20","5492.33176088","4","81.2611680031","tcp, port 4000",,"50ms","50ms","50ms","2418.21479035","415.160075987","2422.40588804","414.125619284","2385.42868106","408.755258081","1.0","0","0","udp, port 3000","udp, 172.2.0.11:3000, .001 second delay","udp, port 3000","udp, 172.100.0.1:2000, .001 second delay","udp, port 3000","tcp, 172.100.0.1:4000, .001 second delay","./packetrate-t4-l20-hr50ms-2012-12-30-11:28:06.db","1356843620.22","1356843941.72","321.497029066","1344668","0.00135610227847","0.098976109215","0.000460396072164","0.00246321437282","0.00166504374456","0.00270794929936","0.000848624016773","0.00174227374866","0.00222466691114","274680","264","151973","122707","134307","61135","140108","61307","122442","275053","293","152043","123010","134531","61301","140227","61414","122715",,,"3",,,,,,"29","18",,"15","10","147","14","137",
"packetrate","20","2346.491045","4","31.3328309059","udp, port 2000",,"500ms","500ms","500ms","937.502792153","189.779185695","933.559666927","188.614970713","930.333674964","187.573033027","1.0","0","0","tcp, port 5000","tcp, 172.3.0.11:5000, .1 second delay","tcp, port 5000","udp, 172.3.0.11:3000, .1 second delay","udp, port 3000","tcp, 172.2.0.11:5000, .1 second delay","./packetrate-t4-l20-hr500ms-2012-12-19-19:15:33.db","1355893218.11","1355893538.74","320.62609005","581218","0.000957391518423","0.0668789808917","0.00010590135289","0.00140468971656","0.00107422924052","0.00154664541982","0.000316770748484","0.000484177762407","0.00111750572722","109568","293","37767","71801","65093","42607","44182","28901","71508","109673","314","37771","71902","65163","42673","44196","28915","71588",,,,"1",,,,"30","21",,,"15",,,,"38",
"basic","20","500.944308996","4","5.56275296211","tcp, port 4000",,"50ms","50ms","50ms","214.299500266","40.6295732343","215.073569556","40.5557197314","206.829053543","39.0371309416","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","tcp, 172.3.0.11:5000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","./basic-t4-l20-hr500ms-2012-12-21-02:58:16.db","1355893218.21","1355893540.34","322.133656025","130224","0.00263437122681","0.0208092485549","0.0","0.00588187239605","0.00480307396734","0.044404973357","0.000249128051819","0.000390243902439","0.00474683544304","27259","847","15090","12169","10360","1076","16052","10246","11322","27331","865","15090","12241","10410","1126","16056","10250","11376",,,,,,,,,"18",,,"50",,"4",,,
"packetrate","20","1282.813164","4","16.8209321499","udp, port 2000",,"500ms","500ms","500ms","520.51758163","104.912538856","518.611435187","104.411380998","514.446549303","103.607596302","1.0","0","0","tcp, port 5000","tcp, 172.2.0.11:5000, .2 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .2 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .2 second delay","./packetrate-t4-l20-hr500ms-2012-12-20-15:54:09.db","1355979618.46","1355979939.22","320.756283045","321382","0.00118553645525","0.0657894736842","4.78812544889e-05","0.00178181544407","0.00130233589182","0.00194750211685","0.000205431611816","0.000314011178798","0.00128973522494","60660","284","20884","39776","36042","23574","24334","15918","39492","60732","304","20885","39847","36089","23620","24339","15923","39543",,,,"1",,,,"10","20",,,"15",,"4",,"22",
"basic","20","7.31052184105","6","0.055869102478",,"tcp, 172.2.0.11:4500, .3 second delay","50ms","50ms","50ms","2.10861815214","0.9755850128","2.12178741771","0.982291763744","2.13000714631","0.985226771211","1.0","0","0","tcp, port 4500",,"tcp, port 4500",,"tcp, port 4500",,"./basic-t6-l20-hr50ms-2012-12-30-15:52:06.db","1356843615.85","1356843921.75","305.903822899","1788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,,,,,,,,,,,,,
"packetrate","20","4455.096457","4","70.4344129562","udp, port 2000",,"50ms","50ms","50ms","2000.67293177","341.880675001","1986.08305757","339.494404334","1958.10989109","334.430652097","1.0","0","0","tcp, port 5000","tcp, 172.3.0.11:5000, .01 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .01 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .01 second delay","./packetrate-t4-l20-hr500ms-2012-12-21-11:15:16.db","1355893218.45","1355893539.01","320.558790922","1085980","0.00343991583185","0.08","0.000358236758674","0.00665719201137","0.00393155115093","0.00704187688303","0.002724214935","0.00579520955715","0.00645088699696","217858","276","111618","106240","109955","55698","107627","50266","105964","218610","300","111658","106952","110389","56093","107921","50559","106652",,,,"1",,,,,"24",,,"11",,"619",,"97",
"hoprate","30","829.474144936","4","9.15874004364","udp, port 2000",,"300ms","300ms","300ms","332.651891779","67.9716255734","332.324770893","67.6759541631","329.762721696","67.1428029416","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr300ms-2013-01-02-03:44:50.db","1357102818.35","1357103139.71","321.356287003","208524","0.00152515251525","0.0196531791908","0.000571673574389","0.00203830474579","0.00171086398631","0.00212964195395","0.000253952130023","0.000395608742953","0.00143215180809","39935","848","13986","25949","23340","14994","15747","10107","25101","39996","865","13994","26002","23380","15026","15751","10111","25137",,,,,,,,,"17",,,"15",,"9",,"20",
"hoprate","500","144.905991077","4","1.72062015533","udp, port 2000",,"300ms","300ms","300ms","61.4753292812","12.9411011493","61.5269952591","12.8443742873","47.0110652461","10.3089076356","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l500-hr300ms-2013-01-02-06:22:09.db","1357102818.74","1357103141.46","322.716415167","38118","0.165261890427","0.0","0.0","0.643359375","0.054476806904","0.980582524272","0.269388516033","0.989726027397","0.988595438175","8319","894","7406","913","3506","4","3919","15","19","9966","894","7406","2560","3708","206","5364","1460","1666","1",,"1637",,,,,"1",,,"6",,,,,"2",
"hoprate","100","687.543517828","4","8.12118291855","tcp, port 4000",,"1000ms","1000ms","1000ms","275.162543305","56.3455889379","275.077071896","56.1625584289","273.441818492","55.7881510896","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l100-hr1000ms-2012-12-19-15:36:14.db","1355893218.12","1355893539.7","321.574910164","172928","0.00114292589028","0.0195627157652","0.000259560477591","0.00161364684186","0.00103337811305","0.00136546184739","7.67754318618e-05","0.000119460040616","0.00086451179098","33210","852","11555","21655","19334","12433","13024","8370","20803","33248","869","11558","21690","19354","12450","13025","8371","20821",,,,,,,,"1","17",,"1","10",,,,"9",
"hoprate","30","260.076683998","4","3.07066679001","udp, port 2000",,"30ms","30ms","30ms","92.197971884","19.7619962504","90.6990636467","19.4961299373","90.0767384474","19.4855102879","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr30ms-2012-12-19-15:12:19.db","1355893218.14","1355893541.48","323.340127945","66733","0.0950858496152","0.00352941176471","0.000142795944595","0.556171983356","0.0202419730107","0.767857142857","0.191966684578","0.789502762431","0.787118977384","15284","847","14004","1280","8422","52","6015","381","433","16890","850","14006","2884","8596","224","7444","1810","2034",,,"1146",,,,,"451","1",,,"8",,,,,
"hoprate","0","955.688287973","4","11.4812960625","udp, port 2000",,"100ms","100ms","100ms","386.014801706","78.6226210595","382.295330371","77.942228039","379.313323833","77.2759634642","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr100ms-2012-12-20-02:48:06.db","1355979618.98","1355979940.26","321.278684139","238934","0.0097151253317","0.0203821656051","0.000259976602106","0.0145301691325","0.00985777163435","0.0146480104941","0.00900536858512","0.0139238232124","0.0143740655158","45156","769","15382","29774","27220","18028","17167","10977","29005","45599","785","15386","30213","27491","18296","17323","11132","29428",,,"7",,,,,"402","16",,,,,,,"18",
"hoprate","0","431.729671001","4","4.70740509033","udp, port 2000",,"5ms","5ms","5ms","188.466914821","38.4646121938","188.23886658","38.1280752082","131.388628022","26.4800480206","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr5ms-2013-01-01-11:39:25.db","1357016418.17","1357016740.02","321.841490984","110591","0.0688551165147","0.0164319248826","0.000391108793429","0.181379901436","0.0534363303337","0.1949003517","0.0900053257589","0.2","0.197948597029","22976","838","15335","7641","11886","2747","10252","4056","6803","24675","852","15341","9334","12557","3412","11266","5070","8482",,,"154",,,,,"1483","14",,,"42",,,,"6",
"packetrate","20","5451.30500293","4","79.3248910904","udp, port 2000",,"50ms","50ms","50ms","2412.85071185","414.143392089","2408.46128747","413.217799739","2359.76657536","404.491591076","1.0","0","0","udp, port 3000","tcp, 172.3.0.11:5000, .001 second delay","udp, port 3000","tcp, 172.100.0.1:4000, .001 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .001 second delay","./packetrate-t4-l20-hr50ms-2012-12-30-05:25:47.db","1356843620.13","1356843940.74","320.61431098","1334824","0.00127310707635","0.0934256055363","0.000408147143628","0.00235505307104","0.00154346425307","0.00245001315443","0.000823829445814","0.00182312383983","0.00213781035394","272999","262","151844","121155","133260","60667","139477","60226","120893","273347","289","151906","121441","133466","60816","139592","60336","121152",,,"4","1",,,,,"27",,,"15",,"180",,"121",
"basic","20","12.4079201221","7","0.112805128098",,"udp, 172.1.0.11:2500, .3 second delay","50ms","50ms","50ms","6.14591447429","1.73677077718","6.45029461184","1.73844172416","6.47367572114","1.74345399875","1.0","0","714","udp, port 2500",,"tcp, port 4500",,"udp, port 2500",,"./basic-t7-l20-hr50ms-2012-12-19-12:33:24.db","1355893216.19","1355893528.7","312.514355898","3248","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","820","820","0","820","0","0","0","0","0","820","820","0","820","0","0","0","0","0",,,,,"714",,,,,,,,,,,,
"basic","20","885.467078924","4","10.6891539097","udp, port 2000",,"500ms","500ms","500ms","357.884354763","73.0170672973","356.90382676","72.6945644291","354.821608581","72.2197954905","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./basic-t4-l20-hr500ms-2012-12-20-14:32:32.db","1355979618.07","1355979939.42","321.346884012","223544","0.00117285543384","0.0196531791908","0.000138966092273","0.00169977690428","0.00124433026934","0.00177619893428","0.000118673233252","0.000181044627501","0.00113246145978","42581","848","14390","28191","24882","16298","16851","11045","27343","42631","865","14392","28239","24913","16327","16853","11047","27374",,,,,,,,,"17",,,"15",,"1",,"17",
"hoprate","30","871.103845119","4","10.4263160229","udp, port 2000",,"1000ms","1000ms","1000ms","354.448815097","71.9600115277","353.585717158","71.5211809882","351.421174249","70.9735129421","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr1000ms-2012-12-30-12:19:00.db","1356843618.5","1356843939.87","321.369189978","219782","0.00109874361057","0.0196759259259","0.000214515552378","0.00154226892866","0.00114304376225","0.00154846701765","6.05840300497e-05","9.19793966152e-05","0.00096235703446","41820","847","13982","27838","24468","16120","16505","10871","26991","41866","864","13985","27881","24496","16145","16506","10872","27017",,,,,,,,,"17",,,"13",,"2",,"14",
"hoprate","0","400.988782883","4","4.35284996033","udp, port 2000",,"5ms","5ms","5ms","157.219486372","31.7544640993","163.146945881","32.7137919108","148.395901693","29.8703705212","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr5ms-2012-12-20-17:57:26.db","1356066017.85","1356066339.7","321.841977119","102883","0.0563477065796","0.0139534883721","0.000130208333333","0.165320545179","0.0313659985152","0.209215442092","0.0825892857143","0.176255038476","0.183748584371","21972","848","15358","6614","10438","1270","10686","4496","5766","23284","860","15360","7924","10776","1606","11648","5458","7064",,,"22",,,,,"1215","10",,"1","57",,,,"7",
"hoprate","30","872.103628159","4","11.0659759045","udp, port 2000",,"1000ms","1000ms","1000ms","354.483693587","71.9230296813","352.203224907","71.4631003802","349.096173954","71.0007135257","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr1000ms-2013-01-01-11:45:28.db","1357016418.29","1357016739.66","321.373178959","219718","0.00112284390081","0.0207612456747","0.000214454214025","0.00157881517098","0.00118454374643","0.00161200322401","0.0","0.0","0.000962891637656","41811","849","13986","27825","24453","16103","16509","10873","26976","41858","867","13989","27869","24482","16129","16509","10873","27002",,,,,,,,,"18",,,"15",,,,"14",
"hoprate","0","956.866640091","4","11.6050019264","tcp, port 4000",,"100ms","100ms","100ms","383.375294323","78.3952451319","388.804220882","78.8444420046","384.580631503","77.9362854345","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l0-hr100ms-2012-12-29-23:37:28.db","1356757218.19","1356757539.97","321.783659935","240928","0.00691520691084","0.0259917920657","0.000260518431679","0.0102666710401","0.00718846925743","0.0105747630267","0.00570460321943","0.00877879182964","0.00988036026348","45524","712","15350","30174","27208","18058","17604","11404","29462","45841","731","15354","30487","27405","18251","17705","11505","29756",,,"11",,,,,"273","19",,,,,,,"14",
"hoprate","0","975.117529869","4","11.7308781147","udp, port 2000",,"1000ms","1000ms","1000ms","395.88780049","80.163439373","392.232652544","79.279637259","388.485554913","78.9411983529","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr1000ms-2012-12-19-14:10:55.db","1355893218.39","1355893539.67","321.2804811","243868","0.00179300511979","0.0212765957447","0.000586892729051","0.00239048972735","0.00187568959176","0.00232751454697","0.000819582559283","0.00123844121532","0.00189010843254","46208","782","15326","30882","27139","18003","18287","12097","30100","46291","799","15335","30956","27190","18045","18302","12112","30157",,,,,,,,"39","17",,,,,,,"27",
"basic","20","86.2138030529","0","0.858023166656","udp, port 2000",,"500ms","500ms","500ms","36.054040343","7.05982606859","35.2001420621","7.06985591494","35.7802748606","7.06704069652","1.0","0","0",,"udp, 172.100.0.1:2000, .3 second delay",,"udp, 172.100.0.1:2000, .3 second delay",,"udp, 172.100.0.1:2000, .3 second delay","./basic-t0-l20-hr500ms-2012-12-29-14:06:08.db","1356757216.82","1356757520.21","303.385951042","24074","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6415","796","5619","796","0","0","5619","0","0","6415","796","5619","796","0","0","5619","0","0",,,,,,,,,,,,,,,,,
"basic","20","246.521096945","1","2.6975030899",,,"500ms","500ms","500ms","141.501796542","24.1659656272","140.412478297","24.2856610388","141.989061473","24.2076396073","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","udp, port 3000","udp, 172.2.0.11:3000, .3 second delay","./basic-t1-l20-hr500ms-2012-12-30-08:28:28.db","1356843616.26","1356843924.62","308.358639956","66060","0.00155749762049","0.00246305418719","0.0","0.00155749762049","0.0","0.0","0.00148906468125","0.00148906468125","0.00148906468125","11539","810","0","11539","0","0","10729","10729","10729","11557","812","0","11557","0","0","10745","10745","10745","1",,,"2","3",,,"1","2",,"7",,,,,"2",
"basic","20","385.319148064","3","3.91799902916",,,"50ms","50ms","50ms","152.314835069","34.4175702445","148.361278037","33.6155005533","152.77164261","34.5157609375","1.0","0","0","tcp, port 5000","tcp, 172.3.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .3 second delay","./basic-t3-l20-hr50ms-2012-12-29-15:15:18.db","1356757215.71","1356757524.36","308.65623498","93566","0.00216704847997","0.0","0.0","0.00216704847997","0.00228102189781","0.00228102189781","0.0","0.0","0.00228102189781","16116","807","0","16116","15309","15309","0","0","15309","16151","807","0","16151","15344","15344","0","0","15344","1",,,"6","3",,,,,,"11","10",,"4",,,
"hoprate","30","813.784055948","4","9.82586193085","tcp, port 4000",,"50ms","50ms","50ms","321.61731217","65.7138073659","324.86020762","66.4236834889","320.773127224","66.4545385158","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","tcp, 172.3.0.11:5000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","./hoprate-t4-l30-hr5ms-2012-12-19-15:30:15.db","1356066018.56","1356066339.89","321.336741924","203952","0.00780892302996","0.0196759259259","0.000285918513224","0.0119649344495","0.00806826342246","0.0121990997456","0.00669960073087","0.0108421859599","0.0116925592805","39007","847","13986","25021","23482","15142","14678","9032","24174","39314","864","13990","25324","23673","15329","14777","9131","24460",,,"130",,,,,"63","16",,,"6",,"82",,"10",
"hoprate","0","962.166157007","4","11.5827841759","udp, port 2000",,"200ms","200ms","200ms","390.979430731","79.4169632165","389.553811055","78.9164492757","387.585674953","78.4841540945","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr200ms-2013-01-01-21:15:05.db","1357016418.38","1357016739.66","321.278821945","242536","0.0039520541996","0.0238095238095","0.000325436084353","0.00576772679875","0.00383968404886","0.00550206327373","0.00333481547354","0.00508517670989","0.00533795956496","45870","697","15359","30511","27241","18075","17932","11739","29814","46052","714","15364","30688","27346","18175","17992","11799","29974",,,"9",,,,,"136","17",,,,,,,"20",
"packetrate","20","5504.03488994","4","84.7368938923","udp, port 2000",,"50ms","50ms","50ms","2426.68513884","416.743881771","2397.2216892","411.950011881","2381.50189177","408.871861488","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .001 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .001 second delay","udp, port 3000","tcp, 172.2.0.11:5000, .001 second delay","./packetrate-t4-l20-hr50ms-2012-12-20-17:12:58.db","1355979618.85","1355979939.36","320.511920929","1340947","0.00121299544307","0.0844594594595","0.000387141647911","0.00224354775318","0.00156226640753","0.00267093136366","0.000704872161822","0.00142205658804","0.00204379801694","274194","271","152340","121854","133571","60491","140352","61092","121583","274527","296","152399","122128","133780","60653","140451","61179","121832",,,,,,,,,"25","1","1","15",,"143",,"148",
"packetrate","20","8147.79060102","4","119.765334129","tcp, port 4000",,"500ms","500ms","500ms","3837.56880718","646.287409538","3797.92167985","639.966088309","3775.13172375","635.263622153","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .005 second delay","udp, port 3000","udp, 172.1.0.11:3000, .005 second delay","udp, port 3000","udp, 172.100.0.1:2000, .005 second delay","./packetrate-t4-l20-hr500ms-2012-12-20-08:22:16.db","1355979618.85","1355979939.42","320.570518017","1976680","0.000851889157969","0.0934256055363","0.000480164627872","0.00105335773268","0.00110502121641","0.00128525952028","0.000473941054232","0.000619429159829","0.000942951438001","372970","262","131142","241828","180792","117335","191916","124231","241566","373288","289","131205","242083","180992","117486","192007","124308","241794",,,,"1",,,,,"27","119",,"18",,"4",,"149",
"basic","20","380.019384146","3","3.83543181419",,,"50ms","50ms","50ms","147.248506017","33.4189639064","148.719219185","33.82244269","149.428086001","33.5991863115","1.0","0","0","tcp, port 5000","tcp, 172.2.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.2.0.11:5000, .3 second delay","./basic-t3-l20-hr50ms-2012-12-30-15:34:35.db","1356843615.88","1356843924.53","308.651793003","92158","0.00163388424559","0.0","0.0","0.00163388424559","0.0017217402821","0.0017217402821","0.0","0.0","0.0017217402821","15887","812","0","15887","15075","15075","0","0","15075","15913","812","0","15913","15101","15101","0","0","15101","1",,,"1","3",,,,,,"5","6",,"10",,,
"hoprate","0","765.551133156","4","9.28436398506","udp, port 2000",,"15ms","15ms","15ms","285.967525607","59.4458786039","327.181835476","68.1205938739","291.850025843","60.6428080029","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr15ms-2013-01-02-03:14:11.db","1357102818.16","1357103139.98","321.814972878","191772","0.0566618015013","0.0164319248826","0.000130191381331","0.0944101538729","0.0577593633343","0.0924331076195","0.0572341882944","0.10831052859","0.0974090457705","36194","838","15360","20834","22969","13805","12387","6191","19996","38368","852","15362","23006","24377","15211","13139","6943","22154",,,"97",,,,,"2016","11",,,"33",,,,"17",
"basic","20","144.787939072","2","1.25970482826","tcp, port 4000",,"500ms","500ms","500ms","37.5491425821","10.139623206","37.4989685711","10.0802013636","37.8529802722","10.128602394","1.0","0","0",,"tcp, 172.100.0.1:4000, .3 second delay",,"tcp, 172.100.0.1:4000, .3 second delay",,"tcp, 172.100.0.1:4000, .3 second delay","./basic-t2-l20-hr500ms-2012-12-20-14:20:52.db","1355979615.57","1355979919.28","303.705363989","35204","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9199","796","8403","796","8403","0","0","0","0","9199","796","8403","796","8403","0","0","0","0",,,,,,,,,,,,,,,,,
