"label","latency","processing.time","test","trace.time","ext1.listener","ext1.sender","gatea.hop.rate","gateb.hop.rate","gatec.hop.rate","gatea.kbps","gatea.pps","gateb.kbps","gateb.pps","gatec.kbps","gatec.pps","invalid.loss.rate","invalid.recv","invalid.sent","prota1.listener","prota1.sender","protb1.listener","protb1.sender","protc1.listener","protc1.sender","results.database","time.begin","time.end","time.total","total.packets","valid.loss.rate","valid.loss.rate.arg","valid.loss.rate.extraarg","valid.loss.rate.interarg","valid.loss.rate.tcp","valid.loss.rate.tcp.interarg","valid.loss.rate.udp","valid.loss.rate.udp.interarg","valid.loss.rate.udptcp.interarg","valid.recv","valid.recv.arg","valid.recv.extraarg","valid.recv.interarg","valid.recv.tcp","valid.recv.tcp.interarg","valid.recv.udp","valid.recv.udp.interarg","valid.recv.udptcp.interarg","valid.sent","valid.sent.arg","valid.sent.extraarg","valid.sent.interarg","valid.sent.tcp","valid.sent.tcp.interarg","valid.sent.udp","valid.sent.udp.interarg","valid.sent.udptcp.interarg","inbound.bad.protocol","inbound.connection.data.received","inbound.dest.ip.incorrect","inbound.gateway.not.connected","inbound.nat.bucket.not.found","inbound.ping.accepted","inbound.rewrite","inbound.source.ip.incorrect","inbound.unwrapped","lost.on.wire","outbound.gateway.not.connected","outbound.message.too.long","outbound.rewrite","outbound.sequence.number.incorrect","outbound.wrapped","unknown",
"hoprate","100","684.446764946","4","7.41395282745","udp, port 2000",,"1000ms","1000ms","1000ms","278.139983251","56.5566776807","276.400193776","56.029773082","274.155330512","55.5439650593","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr1000ms-2013-01-01-07:49:12.db","1357016418.14","1357016739.7","321.559318066","172576","0.00138612667993","0.0196304849885","0.000346530364723","0.00194058125029","0.00145010098918","0.00193236714976","7.68580431942e-05","0.000119660165131","0.00120325359773","33140","849","11539","21601","19281","12396","13010","8356","20752","33186","866","11543","21643","19309","12420","13011","8357","20777",,,,,,,,,"17",,"1","15",,,,"13",
"hoprate","500","142.066576004","4","1.34343409538","udp, port 2000",,"500ms","500ms","500ms","64.8335514853","13.5465023009","53.062612987","11.3070232491","51.8979046805","10.948908251","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l500-hr500ms-2013-01-02-01:00:23.db","1357102818.34","1357103141.13","322.792531013","37218","0.16434189827","0.0033185840708","0.0","0.537011651816","0.0382424735557","0.719387755102","0.287823624595","0.782728272827","0.776564051639","7968","901","6617","1351","3546","55","3521","395","450","9535","904","6617","2918","3687","196","4944","1818","2014","1",,"1005",,,,,"543",,,"6","10",,"1",,"1",
"hoprate","500","144.953170776","4","1.37520694733","udp, port 2000",,"75ms","75ms","75ms","47.7412585372","10.4569302433","60.1796819265","12.7392405503","58.6717029414","12.5533951731","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr75ms-2013-01-02-01:24:15.db","1357102818.41","1357103141.1","322.696641207","37806","0.164192668888","0.0","0.0","0.642687747036","0.0494565217391","1.0","0.271479601429","1.0","1.0","8277","904","7373","904","3498","0","3875","0","0","9903","904","7373","2530","3680","182","5319","1444","1626",,,"1617",,"1",,,,,,"6",,,,,"2",
"packetrate","20","4971.78222299","4","74.4594869614","udp, port 2000",,"50ms","50ms","50ms","2237.75700669","383.303255606","2223.7016177","380.375998253","2216.13954294","378.642391927","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .005 second delay","tcp, port 5000","tcp, 172.3.0.11:5000, .005 second delay","udp, port 3000","tcp, 172.2.0.11:5000, .005 second delay","./packetrate-t4-l20-hr50ms-2012-12-21-10:41:56.db","1356066019.45","1356066339.95","320.502195835","1227524","0.00198651262481","0.0851735015773","0.00035792070914","0.00380869609673","0.00221864144649","0.00398492730426","0.00154571883935","0.00317154371824","0.00358833279224","248183","290","131267","116916","123225","59737","124668","56889","116626","248677","317","131314","117363","123499","59976","124861","57070","117046",,,,"1",,,,,"27","8",,"10","4","346","8","90",
"packetrate","20","720.171091795","4","8.71555089951","tcp, port 4000",,"50ms","50ms","50ms","306.79781811","57.8831174809","296.735309147","55.5537925602","299.688885673","56.4569951202","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .2 second delay","udp, port 3000","tcp, 172.100.0.1:4000, .2 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .2 second delay","./packetrate-t4-l20-hr50ms-2012-12-19-12:51:44.db","1355893218.14","1355893539.48","321.339189053","185126","0.0022128447921","0.0230024213075","0.0","0.0051904158368","0.00375915483829","0.0373470701867","0.000398071564421","0.000634249471459","0.00425585974719","38778","807","22295","16483","15371","1495","22600","14181","15676","38864","826","22295","16569","15429","1553","22609","14190","15743",,,,"1",,,,,"19",,,"58",,"8",,,
"hoprate","500","156.141453981","4","1.67080187798","udp, port 2000",,"10ms","10ms","10ms","61.3095383299","12.8896334348","59.9541116695","12.736151088","59.3576863196","12.5721210338","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr10ms-2012-12-21-08:25:18.db","1356066018.29","1356066340.98","322.692229986","40962","0.151917680075","0.0","0.0","0.642659279778","0.0491313789359","1.0","0.236441094544","1.0","1.0","9066","903","8163","903","3503","0","4660","0","0","10690","903","8163","2527","3684","181","6103","1443","1624",,,"1618",,"1",,,,,,"4",,,,,"1",
"basic","20","7.25750494003","6","0.0560920238495",,"tcp, 172.2.0.11:4500, .3 second delay","50ms","50ms","50ms","2.1084081165","0.975487836541","2.12159195388","0.982201272817","2.12979325038","0.985127834455","1.0","0","0","tcp, port 4500",,"tcp, port 4500",,"tcp, port 4500",,"./basic-t6-l20-hr50ms-2012-12-20-13:25:45.db","1355979615.94","1355979921.89","305.946909904","1788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,,,,,,,,,,,,,
"hoprate","30","792.049654961","4","9.23682904243","udp, port 2000",,"100ms","100ms","100ms","318.379493344","65.0925404464","319.518499308","65.0133690512","317.299031043","64.4940598938","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr100ms-2012-12-30-06:22:48.db","1356843619.19","1356843942.75","323.567162037","201476","0.00175104290055","0.0207852193995","7.13826825612e-05","0.00269889224572","0.00193935119887","0.00300405197709","0.000392670157068","0.000622083981337","0.00204516048249","38766","848","14008","24758","22644","14271","15274","9639","23910","38834","866","14009","24825","22688","14314","15280","9645","23959",,,,,,,,,"18",,,"13",,"6",,"31",
"packetrate","20","9388.70047402","4","147.056675196","udp, port 2000",,"500ms","500ms","500ms","4392.30178799","740.203841758","4377.49901326","736.540640111","4326.4658196","728.209257748","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .001 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .001 second delay","udp, port 3000","tcp, 172.2.0.11:5000, .001 second delay","./packetrate-t4-l20-hr500ms-2012-12-20-08:38:04.db","1355979618.8","1355979939.27","320.470592976","2270215","0.000768551792239","0.0866666666667","0.000446440295176","0.000945633303617","0.00096777783692","0.00115632977925","0.000467583850373","0.000571098249793","0.000852715138946","429049","274","152248","276801","206459","133026","222316","143501","276527","429379","300","152316","277063","206659","133180","222420","143583","276763",,,,"1",,,,,"26","38",,"27","7","1","27","203",
"hoprate","30","248.088111877","4","2.65325713158","udp, port 2000",,"5ms","5ms","5ms","87.7835678571","19.0897328489","85.1187282931","18.7976450539","85.1487770779","18.5251134722","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr5ms-2012-12-30-06:53:03.db","1356843618.16","1356843939.53","321.370043039","64232","0.0985556499575","0.0","0.0","0.657489878543","0.0213884992987","1.0","0.203646127756","1.0","1.0","14854","846","14008","846","8373","0","5635","0","0","16478","846","14008","2470","8556","183","7076","1441","1624",,,"1620",,,,,"1",,,,,,,,"3",
"hoprate","0","914.144897938","4","10.9846200943","udp, port 2000",,"30ms","30ms","30ms","361.735541885","74.6704144496","365.559128282","75.0175180989","363.455404261","74.4878936359","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l0-hr30ms-2012-12-21-12:23:21.db","1356066019.13","1356066340.42","321.287595987","228094","0.0285513425254","0.0215053763441","0.000260281103592","0.0436856028961","0.0303490136571","0.0451843043995","0.0257364739105","0.0427095537331","0.0443512244093","42837","819","15364","27473","26838","17666","15180","8988","26654","44096","837","15368","28728","27678","18502","15581","9389","27891",,,"20",,,,,"1212","16",,,,,,,"11",
"basic","20","7.24147701263","6","0.0556230545044",,"tcp, 172.3.0.11:4500, .3 second delay","500ms","500ms","500ms","2.10879753239","0.975668005865","2.12186677991","0.982328504859","2.13019377271","0.985313094551","1.0","0","0","tcp, port 4500",,"tcp, port 4500",,"tcp, port 4500",,"./basic-t6-l20-hr500ms-2012-12-30-08:57:22.db","1356843615.77","1356843921.65","305.882259846","1788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,,,,,,,,,,,,,
"basic","20","901.267654896","4","10.7756848335","udp, port 2000",,"500ms","500ms","500ms","360.391803214","73.1610241984","360.285000197","72.8489177069","358.214978656","72.2516803314","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./basic-t4-l20-hr500ms-2012-12-20-20:44:35.db","1355979618.37","1355979939.72","321.346117973","223886","0.00119482710149","0.0211764705882","6.94010687765e-05","0.00176834659593","0.0011601856297","0.00170804611725","0.000178179010513","0.000271960837639","0.00113039673279","42633","832","14408","28225","24967","16365","16834","11028","27393","42684","850","14409","28275","24996","16393","16837","11031","27424",,,,,,,,"3","18",,,"11",,"5",,"14",
"hoprate","30","249.513228893","4","2.64152693748","tcp, port 4000",,"5ms","5ms","5ms","86.3735313532","19.0609127915","84.8692384475","18.7634926178","83.6388246449","18.5252653982","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l30-hr5ms-2012-12-30-00:50:46.db","1356843618.18","1356843939.55","321.36908102","64224","0.0984342760044","0.0","0.0","0.656680161943","0.0212716222534","1.0","0.203562340967","1.0","1.0","14856","848","14008","848","8374","0","5634","0","0","16478","848","14008","2470","8556","182","7074","1440","1622",,,"1620",,,,,,,,,,,,,"2",
"hoprate","0","897.824768066","4","10.8469209671","udp, port 2000",,"30ms","30ms","30ms","354.904014794","73.423227759","360.747836731","74.1694136029","354.23986629","73.3430728187","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr30ms-2012-12-30-18:34:34.db","1356843619.87","1356843941.18","321.305459023","224554","0.0334296989721","0.0197444831591","6.50956906653e-05","0.0515909574091","0.036669101534","0.0550675304711","0.0284168676269","0.0476659013884","0.0525931069771","42127","844","15361","26766","26376","17211","14907","8711","25922","43584","861","15362","28222","27380","18214","15343","9147","27361",,,"21",,,,,"1406","17",,,,,,,"13",
"packetrate","20","3960.81677294","4","57.1371970177","udp, port 2000",,"500ms","500ms","500ms","1586.09389193","319.348502913","1585.58880734","318.581754785","1568.38775685","315.421014492","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .05 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .05 second delay","tcp, port 5000","tcp, 172.2.0.11:5000, .05 second delay","./packetrate-t4-l20-hr500ms-2012-12-21-04:45:36.db","1356066019.93","1356066340.45","320.522805929","978754","0.000558641037879","0.0721649484536","0.000142522328498","0.000775398422807","0.000668779888964","0.000919002464598","0.000120110501662","0.000142508143322","0.000603620066646","184273","270","63139","121134","109081","71751","74922","49113","120864","184376","291","63148","121228","109154","71817","74931","49120","120937",,,,"1",,,,"5","21",,,"10",,,,"66",
"hoprate","100","213.474988937","4","2.2364051342","udp, port 2000",,"10ms","10ms","10ms","75.7294516554","16.4940057769","74.1190416336","16.2437356811","73.3094183689","16.0154594509","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr10ms-2012-12-21-07:43:29.db","1356066018.06","1356066339.6","321.53933692","54400","0.115412033077","0.0","0.0","0.653349475383","0.0254381006218","1.0","0.236172657148","1.0","1.0","12409","859","11550","859","6896","0","4654","0","0","14028","859","11550","2478","7076","180","6093","1439","1619",,,"1618",,,,,,,,"1",,,,,,
"basic","20","12.3662509918","7","0.102133989334",,"tcp, 172.1.0.11:4500, .3 second delay","50ms","50ms","50ms","6.51508473615","1.7440384553","6.08073534344","1.73523698755","6.25037950435","1.74334816882","1.0","0","714","tcp, port 4500",,"udp, port 2500",,"udp, port 2500",,"./basic-t7-l20-hr50ms-2012-12-20-01:03:16.db","1355979616.16","1355979928.65","312.496995926","3244","0.00122249388753","0.00122249388753","0.0","0.00122249388753","0.0","0.0","0.0","0.0","0.0","817","817","0","817","0","0","0","0","0","818","818","0","818","0","0","0","0","0",,,,,"714","1",,,,,,,,,,,
"hoprate","500","157.531475067","4","1.67404794693","udp, port 2000",,"300ms","300ms","300ms","61.8808388662","12.9672771375","61.0797107978","12.8540218009","60.0386170777","12.6681885811","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr300ms-2013-01-01-19:50:32.db","1357016418.7","1357016741.39","322.688515902","41218","0.152793296089","0.0","0.0","0.638024883359","0.0529300567108","0.984924623116","0.235533822331","0.982324949014","0.982634730539","9099","902","8168","931","3507","3","4690","26","29","10740","902","8168","2572","3703","199","6135","1471","1670",,,"1633",,"1",,,,,,"6",,,,,"1",
"hoprate","100","213.942289114","4","2.25805401802","udp, port 2000",,"50ms","50ms","50ms","75.3610013492","16.6009891507","74.7282764756","16.3562198638","73.4015309828","16.1744527909","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr50ms-2012-12-21-07:25:36.db","1356066018.04","1356066339.59","321.548444986","54818","0.116409239053","0.0","0.0","0.650950871632","0.0284154535274","0.975961538462","0.235371036286","0.983606557377","0.982655502392","12471","852","11590","881","6941","5","4678","24","29","14114","852","11590","2524","7144","208","6118","1464","1672",,,"1639",,,,,"1",,,"1",,,,,"2",
"hoprate","30","873.236203909","4","10.4887599945","tcp, port 4000",,"1000ms","1000ms","1000ms","351.984178653","71.6581574218","350.460101203","71.3064054284","350.152179898","70.8738989373","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","tcp, 172.3.0.11:5000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","./hoprate-t4-l30-hr1000ms-2012-12-30-00:14:22.db","1356843617.07","1356843939.95","322.873802185","219532","0.00141104441202","0.0196531791908","0.000358114883255","0.00193888908836","0.00167819573493","0.00223560827175","6.05436822668e-05","9.18864283745e-05","0.00137108130142","41754","848","13957","27797","24390","16067","16516","10882","26949","41813","865","13962","27851","24431","16103","16517","10883","26986",,,,,"1",,,"1","17",,,"15",,,,"25",
"basic","20","12.2940399647","7","0.101423025131",,"udp, 172.1.0.11:2500, .3 second delay","500ms","500ms","500ms","6.16430118258","1.74418773001","6.07465730497","1.73527924436","6.4734469839","1.74336527584","1.0","0","714","tcp, port 4500",,"udp, port 2500",,"tcp, port 4500",,"./basic-t7-l20-hr500ms-2012-12-19-11:41:27.db","1355893216.04","1355893528.54","312.497488022","3244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818","818","0","818","0","0","0","0","0","818","818","0","818","0","0","0","0","0",,,,,"714",,,,,,,,,,,,
"hoprate","500","155.802628994","4","1.68032288551","udp, port 2000",,"200ms","200ms","200ms","61.6415935926","13.0281562315","60.4624374781","12.7795812218","59.3466545595","12.5939864354","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr200ms-2013-01-02-01:12:19.db","1357102818.43","1357103140.35","321.920085907","41014","0.152177977192","0.0","0.0","0.642716146861","0.050406504065","0.994652406417","0.23596792669","0.995169082126","0.99511002445","9070","897","8165","905","3504","1","4669","7","8","10698","897","8165","2533","3690","187","6111","1449","1636",,,"1615",,"1",,,"5",,,"6",,,,,"1",
"hoprate","500","155.449810028","4","1.67260909081","udp, port 2000",,"30ms","30ms","30ms","61.2298177746","12.9079803947","60.1332227292","12.6960501865","59.1405158842","12.5628307367","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr30ms-2012-12-21-01:59:15.db","1356066018.25","1356066340.91","322.668572903","40906","0.15200899129","0.0","0.0","0.642772277228","0.0495238095238","1.0","0.236229508197","1.0","1.0","9054","902","8152","902","3493","0","4659","0","0","10677","902","8152","2525","3675","182","6100","1441","1623",,,"1614",,"1",,,,,,"6",,,,,"2",
"hoprate","30","799.963746071","4","9.14477300644","udp, port 2000",,"100ms","100ms","100ms","321.164440403","65.5801884193","320.007621454","65.1641262162","319.998422689","64.716796836","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr100ms-2012-12-21-06:37:17.db","1356066018.05","1356066339.43","321.388488054","201502","0.00151940459942","0.0196759259259","0.000214056368177","0.00225660863959","0.00162938171569","0.00237214818949","0.000327675470214","0.000519804553488","0.00162825651303","38772","847","14012","24760","22671","14299","15254","9614","23913","38831","864","14015","24816","22708","14333","15259","9619","23952",,,,,,,,,"17",,,"15",,"10",,"17",
"basic","20","85.4357619286","0","0.845999956131","udp, port 2000",,"50ms","50ms","50ms","34.1187173077","7.06673470285","35.0462541861","7.07071919831","34.9973933834","7.06748650727","1.0","0","0",,"udp, 172.100.0.1:2000, .3 second delay",,"udp, 172.100.0.1:2000, .3 second delay",,"udp, 172.100.0.1:2000, .3 second delay","./basic-t0-l20-hr50ms-2012-12-29-21:10:54.db","1356757216.18","1356757519.56","303.384368896","24082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6417","796","5621","796","0","0","5621","0","0","6417","796","5621","796","0","0","5621","0","0",,,,,,,,,,,,,,,,,
"hoprate","30","799.218434095","4","9.5213341713","udp, port 2000",,"75ms","75ms","75ms","319.412330141","65.4152815524","319.150820397","65.0982794181","316.654675257","64.5498606813","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr75ms-2013-01-01-17:31:48.db","1357016418.15","1357016739.51","321.36036706","201098","0.00167655403663","0.0208092485549","0.0","0.00262647486666","0.0015870216893","0.00251677852349","0.00072268576309","0.00114834533876","0.00196792697735","38705","847","14022","24683","22648","14268","15210","9568","23836","38770","865","14022","24748","22684","14304","15221","9579","23883",,,,,,,,,"18",,,"11",,"25",,"11",
"hoprate","500","313.898707151","4","3.48138093948","udp, port 2000",,"1000ms","1000ms","1000ms","142.486121126","26.569086959","145.369248415","26.8829383969","135.508521863","25.1535345781","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l500-hr1000ms-2013-01-02-00:54:20.db","1357102819.15","1357103143.09","323.940309048","83386","0.00470164847922","0.0290502793296","0.0","0.00892955572704","0.0123177476119","0.101449275362","0.000485633346823","0.000779929806317","0.00672700587084","17147","869","8157","8990","3929","434","12349","7687","8121","17228","895","8157","9071","3978","483","12355","7693","8176","1",,,,,,,,"26",,"3","46",,"4",,"1",
"hoprate","500","155.071704149","4","1.66747188568","udp, port 2000",,"100ms","100ms","100ms","61.4103310817","12.8603341761","60.71299542","12.7435097121","60.2620641422","12.5443850218","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr100ms-2012-12-19-16:24:11.db","1355893218.43","1355893541.11","322.689580917","40898","0.152253349574","0.0","0.000122699386503","0.64367816092","0.0498366013072","1.0","0.23631596198","1.0","1.0","9048","899","8149","899","3489","0","4660","0","0","10673","899","8150","2523","3672","182","6102","1442","1624",,,"1615",,"1",,,,,,"6",,,,,"3",
"packetrate","20","5029.4318819","4","73.6386380196","udp, port 2000",,"50ms","50ms","50ms","2235.02480561","382.342976734","2239.40353212","382.5791885","2202.65612363","375.988380538","1.0","0","0","udp, port 3000","tcp, 172.3.0.11:5000, .005 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .005 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .005 second delay","./packetrate-t4-l20-hr50ms-2012-12-20-22:53:36.db","1355979619.87","1355979941.11","321.232841969","1228602","0.00209764918626","0.0769230769231","0.000548454424961","0.00382744190794","0.00237418058358","0.00393970251907","0.00164615630494","0.00332926616699","0.0036410768037","248328","276","131206","117122","123118","59667","124934","57179","116846","248850","299","131278","117572","123411","59903","125140","57370","117273",,,"3","1",,,,,"23","24",,"14","13","326","21","97",
"basic","20","7.24894714355","6","0.0561900138855",,"tcp, 172.1.0.11:4500, .3 second delay","50ms","50ms","50ms","2.1083099434","0.975442415228","2.12127497242","0.982054524714","2.12969472794","0.985082263272","1.0","0","0","tcp, port 4500",,"tcp, port 4500",,"tcp, port 4500",,"./basic-t6-l20-hr50ms-2012-12-19-18:45:05.db","1355893215.79","1355893521.73","305.942021132","1788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,,,,,,,,,,,,,
"basic","20","84.9610908031","0","0.845355033875","udp, port 2000",,"500ms","500ms","500ms","35.3666852356","7.06569149019","35.5769516954","7.06908818293","35.8364995021","7.06618189598","1.0","0","0",,"udp, 172.100.0.1:2000, .3 second delay",,"udp, 172.100.0.1:2000, .3 second delay",,"udp, 172.100.0.1:2000, .3 second delay","./basic-t0-l20-hr500ms-2012-12-30-02:20:21.db","1356843616.97","1356843920.39","303.421128035","24082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6417","796","5621","796","0","0","5621","0","0","6417","796","5621","796","0","0","5621","0","0",,,,,,,,,,,,,,,,,
"packetrate","20","1281.37005305","4","17.9937539101","udp, port 2000",,"500ms","500ms","500ms","519.065368458","104.981523886","518.912368257","104.67655827","515.321051214","103.602200931","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .2 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .2 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .2 second delay","./packetrate-t4-l20-hr500ms-2012-12-19-19:03:05.db","1355893218.15","1355893538.9","320.74622488","321668","0.00101982070894","0.0593471810089","9.57946163426e-05","0.00150311897187","0.00113598581403","0.0016506539129","4.10407945498e-05","6.26841346455e-05","0.00101061141991","60733","317","20876","39857","36051","23588","24365","15952","39540","60795","337","20878","39917","36092","23627","24366","15953","39580",,,,"1",,,,,"20",,,"15",,,,"26",
"basic","20","11.4132540226","5","0.0934729576111",,"udp, 172.3.0.11:2500, .3 second delay","50ms","50ms","50ms","6.10530579092","1.64497779274","6.34594129007","1.65135176293","6.17722500874","1.65171760682","1.0","0","701","udp, port 2500",,"udp, port 2500",,"udp, port 2500",,"./basic-t5-l20-hr50ms-2012-12-20-13:20:07.db","1355979616.33","1355979921.95","305.614099979","3008","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","803","803","0","803","0","0","0","0","0","803","803","0","803","0","0","0","0","0",,,,,"701",,,,,,,,,,,,
"hoprate","500","155.583364964","4","1.66925597191","udp, port 2000",,"300ms","300ms","300ms","61.5352985123","12.9576422957","59.641634706","12.7519691239","60.1491917587","12.6187657612","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr300ms-2013-01-01-09:19:24.db","1357016418.27","1357016740.95","322.687143087","41072","0.152194211018","0.0","0.0","0.638714733542","0.0505297473513","0.994652406417","0.235755102041","0.988364134155","0.989077669903","9080","904","8158","922","3495","1","4681","17","18","10710","904","8158","2552","3681","187","6125","1461","1648","1",,"1622",,,,,,,,"6",,,,,"1",
"hoprate","30","788.340299845","4","9.06935596466","udp, port 2000",,"50ms","50ms","50ms","316.656552088","65.1935390814","313.238538473","64.3110440727","306.687468203","62.7386299841","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l30-hr50ms-2012-12-30-06:28:58.db","1356843619.41","1356843946.99","327.577027082","198237","0.00875638486396","0.0208574739282","0.000142989919211","0.0136969448431","0.00851565570549","0.0132682524405","0.00841889117043","0.0137032085561","0.013434231783","38036","845","13985","24051","22704","14353","14487","8853","23206","38372","863","13987","24385","22899","14546","14610","8976","23522",,,"152",,,,,"86","18",,,"11",,"60",,"9",
